"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles"
"File","New","Ctrl+N","In Windows"
"Navigate","Open Manifest","Shift+Ctrl+Alt+M","In Windows"
"Run/Debug","New Rendering","Ctrl+N","In Memory View"
"Navigate","Open Declaration","F3","In Windows"
"Search","References in Workspace","Shift+Ctrl+G","In Windows"
"Navigate","Collapse All","Shift+Ctrl+Numpad_Divide","In Windows"
"Source","Remove Occurrence Annotations","Shift+Alt+U","Editing Java Source"
"Window","Show Contributing Plug-in","Shift+Alt+F3","In Dialogs and Windows"
"Refactor - Java","Extract Local Variable","Shift+Alt+L","In Windows"
"Edit","Select Enclosing Element","Shift+Alt+Up","Editing Java Source"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text"
"Window","Switch to Editor","Shift+Ctrl+E","In Windows"
"Edit","Select All","Ctrl+A","In Dialogs and Windows"
"Edit","Paste","Shift+Insert","In Dialogs and Windows"
"Spy","Plug-in Selection Spy","Shift+Alt+F1","In Dialogs and Windows"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editor Breadcrumb Navigation"
"Edit","Incremental Find","Ctrl+J","Editing Text"
"Navigate","Go to Next Member","Shift+Ctrl+Down","Editing Java Source"
"Run/Debug","Debug JUnit Test","Shift+Alt+D T","In Windows"
"Text Editing","Move Lines Down","Alt+Down","Editing Text"
"Navigate","Show In...","Shift+Alt+W","In Windows"
"Views","Show View (Breakpoints)","Shift+Alt+Q B","In Windows"
"Window","Previous Editor","Shift+Ctrl+F6","In Windows"
"Edit","Context Information","Shift+Ctrl+Space","In Dialogs and Windows"
"Views","Show View (Package Explorer)","Shift+Alt+Q P","In Windows"
"Text Editing","Previous Word","Ctrl+Left","Editing Text"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text"
"File","Close All","Shift+Ctrl+F4","In Windows"
"Run/Debug","Step Into","F5","Debugging"
"Search","Declaration in Workspace","Ctrl+G","In Windows"
"Source","Toggle Comment","Ctrl+/","Editing Java Source"
"Navigate","Open Plug-in Artifact","Shift+Ctrl+A","In Windows"
"File","Print","Ctrl+P","In Windows"
"Project","Build All","Ctrl+B","In Windows"
"Text Editing","Delete Line","Ctrl+D","Editing Text"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"File","Close","Ctrl+W","In Windows"
"Source","Remove Block Comment","Shift+Ctrl+\","Editing Java Source"
"Run/Debug","EOF","Ctrl+D","In I/O Console"
"Window","Previous View","Shift+Ctrl+F7","In Windows"
"Run/Debug","All Instances","Shift+Ctrl+N","In Windows"
"Views","Show View (Search)","Shift+Alt+Q S","In Windows"
"Run/Debug","Run OSGi Framework","Shift+Alt+X O","In Windows"
"Views","Show View (Javadoc)","Shift+Alt+Q J","In Windows"
"Run/Debug","Debug OSGi Framework","Shift+Alt+D O","In Windows"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text"
"Run/Debug","Run JUnit Test","Shift+Alt+X T","In Windows"
"Views","Show View (Outline)","Shift+Alt+Q O","In Windows"
"Run/Debug","Force Return","Shift+Alt+F","In Windows"
"Text Editing","Show Tooltip Description","F2","Editing Text"
"Text Editing","Scroll Line Down","Ctrl+Down","Editing Text"
"Source","Organize Imports","Shift+Ctrl+O","In Windows"
"Run/Debug","Display","Shift+Ctrl+V","In Dialogs and Windows"
"Source","Surround With Quick Menu","Shift+Alt+Z","In Windows"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Run/Debug","Display","Shift+Ctrl+D","In Dialogs and Windows"
"Refactor - Java","Change Method Signature","Shift+Alt+C","In Windows"
"Edit","Toggle Insert Mode","Shift+Ctrl+Insert","Editing Text"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files"
"Source","Toggle Comment","Shift+Ctrl+C","Editing Properties Files"
"Text Editing","Select Previous Word","Shift+Ctrl+Left","Editing Text"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View"
"Run/Debug","Run Eclipse Application","Shift+Alt+X E","In Windows"
"Edit","Find Next","Ctrl+K","Editing Text"
"Edit","Content Assist","Ctrl+Space","In Dialogs and Windows"
"Edit","Redo","Shift+Ctrl+Z","In Dialogs and Windows"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"Text Editing","Reset Structure","Shift+Ctrl+Numpad_Multiply","Editing Text"
"Run/Debug","Inspect","Shift+Ctrl+I","In Dialogs and Windows"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering"
"Window","Show System Menu","Alt+-","In Windows"
"Run/Debug","Debug JUnit Plug-in Test","Shift+Alt+D P","In Windows"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Text Editing","Text End","Ctrl+End","Editing Text"
"Source","Toggle Mark Occurrences","Shift+Alt+O","Editing Java Source"
"Edit","Word Completion","Alt+/","Editing Text"
"Run/Debug","Run JUnit Plug-in Test","Shift+Alt+X P","In Windows"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"Text Editing","Line Start","Home","Editing Text"
"Views","Show View (Console)","Shift+Alt+Q C","In Windows"
"Source","Quick Assist - Rename in file","Ctrl+2 R","Editing Java Source"
"Source","Quick Assist - Assign to local variable","Ctrl+2 L","Editing Java Source"
"Source","Rename In File","Shift+Alt+R","Editing Ant Buildfiles"
"Refactor - Java","Extract Method","Shift+Alt+M","In Windows"
"Run/Debug","Step Over","F6","Debugging"
"Text Editing","To Upper Case","Shift+Ctrl+X","Editing Text"
"Views","Show View (Cheat Sheets)","Shift+Alt+Q H","In Windows"
"Navigate","Open Type Hierarchy","F4","In Windows"
"Run/Debug","Debug Java Applet","Shift+Alt+D A","In Windows"
"Run/Debug","Run","Ctrl+F11","In Windows"
"Navigate","Show In Breadcrumb","Shift+Alt+B","Editing Java Source"
"Source","Toggle Comment","Ctrl+7","Editing Java Source"
"File","Save","Ctrl+S","In Windows"
"File","Properties","Alt+Enter","In Windows"
"Source","Add Block Comment","Shift+Ctrl+/","Editing Java Source"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Navigate","Open Resource","Shift+Ctrl+R","In Windows"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Refactor - Java","Inline","Shift+Alt+I","In Windows"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Navigate","Forward History","Alt+Right","In Windows"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text"
"Run/Debug","Resume","F8","Debugging"
"File","New menu","Shift+Alt+N","In Windows"
"Search","Show Occurrences in File Quick Menu","Shift+Ctrl+U","In Windows"
"Views","Show View","Shift+Alt+Q Q","In Windows"
"Text Editing","Insert Line Above Current Line","Shift+Ctrl+Enter","Editing Text"
"Edit","Incremental Find Reverse","Shift+Ctrl+J","Editing Text"
"Refactor - Java","Move - Refactoring ","Shift+Alt+V","In Windows"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows"
"Source","Add Javadoc Comment","Shift+Alt+J","In Windows"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Window","Next View","Ctrl+F7","In Windows"
"Edit","Select Next Element","Shift+Alt+Right","Editing Java Source"
"Run/Debug","Run Ant Build","Shift+Alt+X Q","In Windows"
"Source","Add Import","Shift+Ctrl+M","Editing Java Source"
"Text Editing","Select Line Start","Shift+Home","Editing Text"
"Navigate","Go to Previous Member","Shift+Ctrl+Up","Editing Java Source"
"Manifest Editor Source","Format Source","Shift+Ctrl+F","PDE editor"
"Window","Activate Editor","F12","In Windows"
"Text Editing","Delete to End of Line","Shift+Ctrl+Delete","Editing Text"
"Text Editing","Select Line End","Shift+End","Editing Text"
"Window","Next Perspective","Ctrl+F8","In Windows"
"Navigate","Quick Outline","Ctrl+O","PDE editor"
"Run/Debug","Run Java Applet","Shift+Alt+X A","In Windows"
"Navigate","Backward History","Alt+Left","In Windows"
"Source","Format","Shift+Ctrl+F","Editing Ant Buildfiles"
"Source","Toggle Comment","Ctrl+7","Editing Properties Files"
"Edit","Cut","Ctrl+X","In Dialogs and Windows"
"Navigate","Expand All","Shift+Ctrl+Numpad_Multiply","In Windows"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows"
"Text Editing","Join Lines","Ctrl+Alt+J","Editing Text"
"Window","Show View Menu","Ctrl+F10","In Dialogs and Windows"
"Edit","Toggle Block Selection","Shift+Alt+A","Editing Text"
"Text Editing","Select Next Word","Shift+Ctrl+Right","Editing Text"
"Views","Show View (History)","Shift+Alt+Q Z","In Windows"
"Run/Debug","Debug Java Application","Shift+Alt+D J","In Windows"
