"Run/Debug","Step Return","F7","Debugging"
"Edit","Select Previous Element","Shift+Alt+Left","Editing Java Source"
"Views","Show View (View: Variables)","Shift+Alt+Q V","In Windows"
"Run/Debug","Debug Java Applet","Shift+Alt+D A","In Windows"
"Views","Show View (View: Type Hierarchy)","Shift+Alt+Q T","In Windows"
"Run/Debug","Debug","F11","In Windows"
"Window","Quick Switch Editor","Ctrl+E","In Windows"
"Edit","Word Completion","Alt+/","Editing Text"
"Source","Organize Imports","Shift+Ctrl+O","In Windows"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging"
"Edit","Redo","Ctrl+Y","In Dialogs and Windows"
"Run/Debug","Use Step Filters","Shift+F5","In Windows"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source"
"Refactor - Java","Extract Local Variable","Shift+Alt+L","In Windows"
"Views","Show View (View: Outline)","Shift+Alt+Q O","In Windows"
"Run/Debug","Run Eclipse Application","Shift+Alt+X E","In Windows"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View"
"Edit","Copy","Ctrl+C","In Dialogs and Windows"
"Window","Quick Access","Ctrl+3","In Windows"
"Text Editing","To Lower Case","Shift+Ctrl+Y","Editing Text"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View"
"Run/Debug","Debug Eclipse Application","Shift+Alt+D E","In Windows"
"Edit","Content Assist","Ctrl+Space","In Dialogs and Windows"
"Source","Show Source Quick Menu","Shift+Alt+S","In Windows"
"Text Editing","Next Word","Ctrl+Right","Editing Text"
"Source","Remove Occurrence Annotations","Shift+Alt+U","Editing Java Source"
"File","Close","Ctrl+F4","In Windows"
"Run/Debug","Debug JUnit Test","Shift+Alt+D T","In Windows"
"Source","Format","Shift+Ctrl+F","Editing Ant Buildfiles"
"Run/Debug","Run Ant Build","Shift+Alt+X Q","In Windows"
"Text Editing","Select Next Word","Shift+Ctrl+Right","Editing Text"
"Navigate","Open Resource","Shift+Ctrl+R","In Windows"
"Search","References in Workspace","Shift+Ctrl+G","In Windows"
"Spy","Plug-in Menu Spy","Shift+Alt+F2","In Dialogs and Windows"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows"
"Source","Toggle Comment","Esc Ctrl+C","Editing Properties Files"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text"
"Navigate","Quick Outline","Ctrl+O","PDE editor"
"Refactor - Java","Move - Refactoring ","Shift+Alt+V","In Windows"
"Run/Debug","Resume","F8","Debugging"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows"
"Refactor - Java","Inline","Shift+Alt+I","In Windows"
"Run/Debug","Previous Page of Memory","Shift+Ctrl+,","In Table Memory Rendering"
"Edit","Incremental Find Reverse","Shift+Ctrl+J","Editing Text"
"Refactor - Java","Change Method Signature","Shift+Alt+C","In Windows"
"Navigate","Show In...","Shift+Alt+W","In Windows"
"Text Editing","Move Lines Up","Alt+Up","Editing Text"
"Run/Debug","Debug JUnit Plug-in Test","Shift+Alt+D P","In Windows"
"Edit","Paste","Ctrl+V","In Dialogs and Windows"
"Views","Show View (View: Error Log)","Shift+Alt+Q L","In Windows"
"Text Editing","Text Start","Ctrl+Home","Editing Text"
